PROJECT_ID,PROJECT_NAME,PROJECT_DESCRIPTION,ESTIMATED_COST,UPDATE_ACTIVITY,ENVIRONMENTAL_ASSESSMENT_STAGE,CONSTRUCTION_TYPE,CONSTRUCTION_SUBTYPE,PROJECT_TYPE,REGION,MUNICIPALITY,DEVELOPER,ARCHITECT,PROJECT_STATUS,PROJECT_STAGE,PROJECT_CATEGORY_NAME,PUBLIC_FUNDING_IND,PROVINCIAL_FUNDING,FEDERAL_FUNDING,MUNICIPAL_FUNDING,OTHER_PUBLIC_FUNDING,GREEN_BUILDING_IND,GREEN_BUILDING_DESC,CLEAN_ENERGY_IND,INDIGENOUS_IND,INDIGENOUS_NAMES,INDIGENOUS_AGREEMENT,CONSTRUCTION_JOBS,OPERATING_JOBS,STANDARDIZED_START_DATE,STANDARDIZED_COMPLETION_DATE,LATITUDE,LONGITUDE,LATITUDE_DMS,LONGITUDE_DMS,TELEPHONE,PROJECT_WEBSITE,FIRST_ENTRY_DATE,LAST_UPDATE
1932,Gething Coal Project,"Proposed coal mine with coal preparation plant will have a production rate of 2 million tonnes per year over a 50 year mine life. Exploration, design and permitting stages. Currently in pre-application phase under the Environmental Assessment Act. Funding of $860 million will be provided by Canadian Kailuan Dehua Mines Co., Ltd., a partnership between the Kailuan Group Co. Ltd, Shougang Group and Canadian Dehua International Mines Group Inc. $500 million will be contributed by a partnership between Shandong Energy Feicheng Mining Group Co. Ltd. And Canadian Dehua International Mines Group Inc. Construction is planned to take place 2 years after assessment process is complete.",1360,,Pre-application,Industrial,Mining,Mining,8. Northeast,Hudson Hope,"Canadian Kailuan Dehua Mines Co., Ltd./ Shandong Energy Feicheng Mining Group Co. Ltd",,Proposed,Consultation/Approvals,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,400,,,55.875311,-121.915283,"55° 52' 31.12"" N","121° 54' 55.02"" W",(604) 697-0118,www.dehua.ca,2007-03-01,2025-03-01
1958,Capital City Centre (Colwood Corners) Residential Development,"Development of a village centre that will total 3.8 million sq ft of floor space, to replace an existing mall at Sooke Rd and Goldstream Ave. The project includes 12 residential towers and 5 office towers, lowrise townhouses, retail and office space. Phase 1 of the project will be built over 4 years and cost $250 million and include: a five storey office building, a London Drugs with 5 levels of residential, and a 27 storey residential tower. Followed by; single storey commercial units, a grocery store, and a residential tower, Phases 2 and 3 are planned to complete over a 20 year period. The project design will be pedestrian oriented and incorporate smart growth standards. The project has been purchased by Onni Group in Oct 2014.",1000,,,Residential,Mixed use,Mixed use - Residential/Commercial/Retail/ Industrial,1. Vancouver Island/Coast,Colwood,Onni Group,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2012-Q1,2030-Q4,48.4431,-123.47,"48° 26' 35.16"" N","123° 28' 12"" W",(604) 602-7711,www.onni.com,2007-03-01,2025-03-01
1869,Chateau Blanc Resort Hotel,"Highrise hotel and convention centre located at Big White's former Ridge parking lot. The project includes 400-plus rooms in a 17-storey tower, a 929 sq m convention centre and commercial space. Project is on hold.",200,,,Commercial,Accommodation,Accommodation,3. Thompson-Okanagan,Big White,Berezan Management Ltd.,DA Architects + Planners,On hold,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.7214088,-118.9257507,"49° 43' 17.07"" N","118° 55' 32.7"" W",(250) 368-9148 (Regional District of Kootenay Boundary),,2006-12-01,2025-03-01
1901,Falcon Ridge Residential Development,"943-unit, seven building residential development located on Gladwin Rd. Phase 1 has 90 units, phase 2 will include 145 homes and 120 multi-family units.",50,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Abbotsford,Odessa Group,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2006-Q4,,49.0560213,-122.2155887,"49° 3' 21.68"" N","122° 12' 56.12"" W",(604) 864-5510 (Abbotsford City),www. Heightsoffalconridge.com,2006-12-01,2025-03-01
1904,Mission Waterfront Project,"Proposed mixed residential development with commercial components on 150 acres bordered by Fraser River, the Westcoast Express Station and downtown Mission. Project to include hotel, an arts centre, office and commercial and educational space. Site will require a combination of remediation and in-filling before any development will be able to occur, requiring significant local investment. Project continues to be of interest, but no activity is expected to happen in the near future.",1500,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Mission,District of Mission,,Proposed,Tender/Preconstruction,Residential/Commercial,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.12756,-122.2984873,"49° 7' 39.22"" N","122° 17' 54.55"" W",(604) 820-3700,,2006-12-01,2025-03-01
1917,Wildstone Golf and Residential Development,"Golf course and residential development  to include two Gary Player-designed 18-hole championship courses and 3000 unit residential development. Neighbourhood plan and zoning are in place, and one golf course has completed. Phase 1, The Whins, with 76 homesites and phase 2, Boulder Creek Villas with 43 units, are complete, followed by Penley Greens. Remaining single-family lots are ongoing.",750,,,Commercial,Accommodation,Resort,4. Kootenay,Cranbrook,,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2007-Q4,,49.5420914,-115.7574005,"49° 32' 31.53"" N","115° 45' 26.64"" W",(250) 426-4211 (City of Cranbrook),www.havaday.ca,2006-12-01,2025-03-01
1915,Grand Coastal Resort and Spa,"Proposed 72-unit quarter-share hotel and conference centre with 27,000 sq ft of commercial space on a 3-acre site of the former Marina Inn. Development permit was approved in 2009, but no further permit applications have been filed.",56,,,Commercial,Accommodation,Accommodation,1. Vancouver Island/Coast,Campbell River,Island Coastal Properties Ltd.,,On hold,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,50.0345192,-125.2555237,"50° 2' 4.27"" N","125° 15' 19.89"" W",(250) 286-5700 (Campbell River),,2006-12-01,2025-03-01
1909,Gateway Green Office Tower,"Proposed 150,000 sq ft of Class A office space, with retail space on the ground floor, in 15-storeys, located at 1620 Blanshard Street. Architect: de Hoog and Kierulf Architects. The project is being designed to meet the standards for Leadership in Energy and Environmental Design (LEED) Gold. Rezoning has been approved. Project is on hold.",40,,,Commercial,Office,Commercial,1. Vancouver Island/Coast,Victoria,Gateway Green Developments,deHoog & Kierulf Architects,On hold,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEED gold,FALSE,FALSE,,,,,,,48.4288673,-123.3620834,"48° 25' 43.92"" N","123° 21' 43.5"" W",(250) 477-2414,www.gatewaygreen.ca,2006-12-01,2025-03-01
1894,The Station Town Centre,"Proposed development on 207 acres located on the Alaska Hwy near Fort St. John. Project includes a power centre with big box stores over 80 acres. A hotel, truck centre and mixed density residential will comprise the remainder of the development. Estimated cost shown is for phase 1, commercial development portion of project. Phase 1 is fully serviced.",500,,,Commercial,Retail,Retail,8. Northeast,Fort St. John,Monark Group,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2016-Q4,2025-Q4,,,,,(250) 787-8150 (Fort St John City),www.station44.ca,2006-12-01,2025-03-01
1820,Oakridge Centre Redevelopment,"Redevelopment of the Oakridge Mall near 41st St and Cambie, with expansion of the mall that would increase retail space over 300,000 sq ft and office space by 400,000 sq ft . In addition, 2,900 units of residential space in thirteen 6 to 45-storey towers will also be added on the 11 hectare site. Oakridge Public Community Centre and Library are expected to complete in 2024.",1500,,,Commercial,Mixed use,Mixed use - Commercial/Retail/ Industrial/Residential,2. Mainland/Southwest,Vancouver,Westbank/ Quadreal Property Group,Henriquez Partners Architects,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEED gold,FALSE,FALSE,,,,,2021-Q1,2026-Q4,49.233589,-123.117706,"49° 14' 0.92"" N","123° 7' 3.74"" W",(604) 263-2672,www.oakridge2025.ca,2006-09-01,2025-03-01
1811,Victoria Lake Hydro Project,Proposed 9.5 MW hydroelectric run-of-river project located south of Port Alice. This project has been selected in the BC Hydro 2006 call for power.,18,,,Infrastructure,Utilities,Utilities,1. Vancouver Island/Coast,Port Alice,Synex Energy Resources Ltd.,,Proposed,Consultation/Approvals,Utilities (incl sewage treatment),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,,,,,,,,,,,(604) 688-8271,,2006-09-01,2025-03-01
1806,Songhees Creek Hydro Project,Proposed 15 MW hydroelectric run-of-river project located north of Port Hardy on Songhees Creek. This project was selected in the BC Hydro 2006 call for power. Project is registered under the federal ecoENERGY for Renewable Power program.,30,,,Infrastructure,Utilities,Utilities,1. Vancouver Island/Coast,Port Hardy,Songhees Creek Hydro Inc.,,On hold,,Utilities (incl sewage treatment),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,,,,,,,50.76696,-127.62799,"50° 46' 1.06"" N","127° 37' 40.76"" W",(604) 683-8271,,2006-09-01,2025-03-01
1793,Youbou Townsite Development,"Proposed commercial townsite, marina, hotel and 1950 single and multi-family homes on 673 acres near Lake Cowichan. Remediation of a lumber mill site is nearly complete. Public hearing was held in May 2009 and district approval has been granted in Jun 2010. Rezoning application to be submitted for project after a period on hold.",50,,,Residential,Mixed use,Mixed use - Residential/Commercial/Retail/ Industrial,1. Vancouver Island/Coast,Youbou,Chris Clement Group,Hotson Bakker Boniface Haden Architects,Proposed,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,48.8747597,-124.2087021,"48° 52' 29.13"" N","124° 12' 31.33"" W",(250) 746-2500 (Cowichan Valley Reg'l District),,2006-06-01,2025-03-01
1785,Ocean Grove (Aquattro) Residential Development,"Development of 13 storey condominiums, low-rise 3 to 6 storey condominiums, townhouses, and commercial space on 19.2 ha fronting Esquimalt Lagoon. 88 units have completed in The Ridge waterfront townhomes. New owner has revised plans for the remaining 10 ha of the property with application for 200 additional residential units to total 870 units; 40 percent of the site will remain as green space.",400,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Colwood,Seacliff Properties Ltd.,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2007-Q3,2025-Q4,48.42122,-123.47343,"48° 25' 16.39"" N","123° 28' 24.35"" W",(250) 391-1966,www.oceangrove.ca,2006-06-01,2025-03-01
1722,Kutcho Mine Project,Proposed copper-zinc-silver-gold deposit development with an expected production capacity of 1 million tonnes/year. Final feasibility study complete late 2007.,483,,Pre-application,Industrial,Mining,Mining,7. Nechako,Dease Lake area,Kutcho Copper Corp.,,On hold,,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,300,230,,,58.205,-128.358,"58° 12' 18"" N","128° 21' 28.8"" W",,,2006-06-01,2025-03-01
1767,Sandhill Aggregate Processing and Export Terminal,"Sand, rock and gravel processing and deep sea export terminal. Project would also include a new access road to Moon Bay Marina. Cascadia land acquisition completed Aug 2006. Initial shipping volume expected at 6 million tonnes in 60-75 DWT vessels. Export terminal is in planning stages. Project may proceed if supported by stakeholder in 2018, followed by 12-18 month preconstruction and 12 month construction phases.",90,,,Industrial,Mining,Mining,6. North Coast,Kitimat,Sandhill Materials Inc.,,On hold,,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,53.986667,-128.696389,"53°59'12"" N","128°41'47"" W",(250) 764-6144,,2006-06-01,2025-03-01
1787,Stonebridge Village,Proposed new village centre and residences on 140 acres at Hwy 1 and Shawnigan Lake Road. Land is zoned for golf course and residential development.,50,,,Residential,Primarily residential - Single use,Residential/Commercial,1. Vancouver Island/Coast,Mill Bay,Hayworth Communities,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,48.65853,-123.555832,"48° 39' 30.71"" N","123° 33' 20.99"" W",(250) 478-4431,,2006-06-01,2025-03-01
1675,The Falls Golf and Country Club and Residences,"Development includes golf course, estate lots, golf villas, townhomes and condominium units. The golf course is complete and construction on residential development over 341 acres. Phases include Camden at the Falls, single-family homes and Skyy with 88 condominiums.",70,,,Residential,Primarily residential - Single use,Residential/Commercial,2. Mainland/Southwest,Chilliwack,Aquilini Development,Points West Architecture,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2006-Q3,,49.1517715,-121.8081284,"49° 9' 6.38"" N","121° 48' 29.26"" W",(604) 687-8813,live@thefalls.com,2006-03-01,2025-03-01
1644,Pacific Northern Gas Pipeline Looping Project,"Project consists of construction of a new 525 km, 24-inch natural gas pipeline between Summit Lake and Kitimat BC primarily along current pipeline right-of-ways. Project also includes a new compressor station as well as upgrades to existing stations. Pre-application phase under the Environmental Assessment Act has commenced. Geographic coordinates shown indicate project endpoint.",1300,,Pre-application,Industrial,Oil & Gas,Liquefied Natural Gas - Natural Gas Pipeline,6. North Coast,Kitimat To Summit Lake,Pacific Northern Gas Ltd.,,Proposed,Consultation/Approvals,Transportation & Warehousing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,2100,,,,54.033019,-128.685544,"54° 01' 58.87"" N","128° 41' 07.96"" W",(604) 691-5680,www.png.ca/png-looping-project,2006-03-01,2025-03-01
1648,Commercial Development,"Commercial development of approx 140,000 sq ft on a 12.3 ha parcel near the Crown Isle resort. Permits in place.",480,,,Commercial,Retail,Retail,1. Vancouver Island/Coast,Courtenay,CanCorp Properties Ltd.,,Proposed,Permitting,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.71613,-124.95317,"49° 42' 58.07"" N","124° 57' 11.41"" W",(604) 241-4400,,2006-03-01,2025-03-01
1695,Norquay Village Neighbourhood Centre,"Neighbourhood located along Kingsway from Gladstone St. to Kilarney Streets. Development will include condominiums, commercial space and public amenities. The project has commenced with residential development at 2392 Kingsway and street improvements. Skyway Towers condominium by Thind Properties Ltd, is located at 2700 Kingsway. The project will include 130-units in 12 and 4 storey buildings, and 9 commercial units. The 12-storey Windsor by Imani Developments is a 126-unit condominium to be built to LEED gold standards.",40,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,City of Vancouver,,Construction started,,Residential/Commercial,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,LEED gold,FALSE,FALSE,,,,,2011-Q2,2030-Q4,49.23794,-123.04821,"49° 14' 16.58"" N","123° 2' 53.56"" W",(604) 873-7736,,2006-03-01,2025-03-01
1693,Airport Expansion and Commercial Development,"Airport development that includes terminal upgrades, extending the runway to 1200 m, 12 new hangars and a light industrial area. Request for Proposal (RFP) has been released for clearway extension to runway Aug 2017.",15,,,Infrastructure,Other Transportation,Airport Operations,2. Mainland/Southwest,Sechelt,Yrainucep Development Corp.,,Proposed,,Transportation & Warehousing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.466667,-123.75,"49° 28' 0"" N","123° 45' 0"" W",(604) 885-1986 (District of Sechelt),,2006-03-01,2025-03-01
1680,Great Central Lake Resort Development,"Resort development on 100 acres planned for Great Central Lake near Port Alberni. Plans include a 60-room hotel and cabins, approx 50 single family lots and 25 condominiums, a marine centre and restaurant, and other components. The development permit has been received and site work is currently underway for a 40-lot RV park.",70,,,Residential,Primarily residential - Single use,Residential/Accommodation,1. Vancouver Island/Coast,Port Alberni,Mahoe Properties,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.366667,-125.166667,49°22? N,125°10? W,(250) 479-9800,,2006-03-01,2025-03-01
1714,Highland Valley Centre for Sustainable Waste Management,"Regional landfill proposed on a waste rock and overburden dump at the Highland Valley copper/molybdenum mine, located 20 km east of Logan Lake, with a capacity of 50 million tonnes of municipal solid waste (up to 600,000 tonnes/year) from throughout south-western BC. Certification has been received under the BC Environmental Assessment Act. Project is on hold until mine life is complete. Mine life has been extended to approximately 2028.",1100,,Certified,Infrastructure,Utilities,Sewage Treatment Facilities,3. Thompson-Okanagan,Logan Lake,Highland Valley Copper Corporation,,On hold,,Utilities (incl sewage treatment),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,35,38,,,50.485067,-120.583542,"50° 29' 6.24"" N","120° 35' 0.75"" W",(250) 523-2443,,2006-03-01,2025-03-01
1617,Fairmont Hot Springs Golf Course Resort,"Proposed expansion and renovation of the Fairmont resort, to include new hotels and an expansion of the existing hotel, condominium and commercial developments, and expansion of the resort's ski areas, over 25 years. Majority of project is on hold until market conditions improve.",1000,,,Commercial,Accommodation,Resort,4. Kootenay,Invermere area,Fairmont Hot Springs Resort,,On hold,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(250) 345-6070,,2005-12-01,2025-03-01
1600,Lorraine Copper Mine,"Exploration and feasibility reviews underway for a potential copper mine located 280 km northwest of Prince George, BC.",100,,,Industrial,Mining,Mining,7. Nechako,Fort St. James,Sun Metals Corp.,,Proposed,Consultation/Approvals,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,55.916667,-125.45,55° 55' N,125° 27' W,(604) 683-7790,,2005-12-01,2025-03-01
1603,Crown Mountain Coking Coal Project,Proposed open pit coal mine located approximately 12 km northeast of Sparwood. Exploration has determined an estimated a metallurgical coal resource of 99 million tonnes. Project is in the pre-application stage under the Environmental Assessment Act.,561,,Review,Industrial,Mining,Mining,4. Kootenay,Sparwood,NWP Coal Canada Ltd./ Bathurst Resources,,Proposed,Consultation/Approvals,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,150,240,2025-Q3,2026-Q4,49.802,-114.729,"49° 48' 7.1994"" N","114° 43' 44.3994"" W",(604) 629-8605,,2005-12-01,2025-03-01
1594,Central Saanich Municipal Facilities,"A 20 year master plan for the municipality has identified major municipal facilities requiring upgrades including: Parks and Public Works Yard, Firehall 2 and the Saanich Police Department headquarters.",21,,,Institutional,Government buildings,Public Administration,1. Vancouver Island/Coast,Saanich,District Central Saanich,Omicron Architecture Engineering Construction Ltd.,Proposed,Preliminary/Feasibility,Public Services,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,,,48.5444717,-123.4450073,"48° 32' 40.1"" N","123° 26' 42.03"" W",(250) 652-4444,,2005-12-01,2025-03-01
1584,Spanish Mountain Copper-Gold Mines,Proposed project located 70 km northeast of Williams Lake is an open pit mine with an expected production rate of 14.6 million tonnes/year and a ten year mine life. Project is in the pre-application phase under the Environmental Assessment Act.,898,,Pre-application,Industrial,Mining,Mining,5. Cariboo,Williams Lake,Spanish Mountain Gold Ltd.,,Proposed,Consultation/Approvals,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,"Williams Lake , Xat??ll First Nation",,2500,360,,,52.579703,-121.388031,"52° 34' 46.93"" N","121° 23' 16.91"" W",(604) 536-9501,,2005-12-01,2025-03-01
1588,Bralorne Mine/King/ Pioneer Mines,"Development and exploration of three historic mines, Bralorne, King and Pioneer mines. Proponent is continuing exploration program and compiling historical data of the Bralorne District.",100,,,Industrial,Mining,Mining,2. Mainland/Southwest,Gold Bridge,Talisker Resources,,Construction started,,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2011-Q2,2025-Q3,50.927276,-122.849121,"50° 55' 38.19"" N","122° 50' 56.84"" W",(604) 682-3701,,2005-12-01,2025-03-01
1510,Coldstream Meadows Expansion,"Coldstream Meadows Retirement Community at 9104 Mackie Dr. is developing its 23-acre property as a Campus of Care Retirement Community, to provide 100 units of a full range of accommodation, hospitality services and service needs for seniors. Phase 1 includes 56 units and phase 2 with 33 units have completed construction. Amenities and 70 units in phase 3 are on hold. Project design will meet Leadership in Energy and Environmental Design (LEED) standards.",15,,,Residential,Primarily residential - Single use,Residential,3. Thompson-Okanagan,Vernon,Rob Borden,,On hold,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEED,FALSE,FALSE,,,,,,,50.2199293,-119.2211043,"50° 13' 11.75"" N","119° 13' 15.98"" W",,www.coldstreammeadows.com,2005-09-01,2025-03-01
1465,Orchards Walk,"A 675 unit residential community on 60-acres consisting primarily of single-family homes. Multi-family homes will consist of ground level retail shops with two-storey condominiums. This will be a geothermal energy community, to include a village centre containing a recreation centre and other amenities. Phase 1 through 4, single family dwellings, are complete. The multi-family homes completed phases 5 through 8. Phases include Cortland Park townhomes and Orchards Plaza with 30,000 sq ft of retail space, 191-unit Park Place retirement residence and the Residence at Orchards Walk. Monarch, Cameo, and Tydeman homes are new phases, followed by Braeburn and Cortland Park.",150,,,Residential,Primarily residential - Single use,Residential,3. Thompson-Okanagan,Kamloops,Ovation Development Corp.,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2005-Q4,2025-Q2,50.6715355,-120.2253113,"50° 40' 17.53"" N","120° 13' 31.12"" W",(250) 374-8430,www.orchardswalk.com,2005-09-01,2025-03-01
1501,Harmony Gold Project,"The Harmony property is located on Graham Island, with a potential of 64 million tonnes containing 3 million ounces of gold. Detailed engineering and exploration studies will be required.",50,,,Industrial,Mining,Mining,6. North Coast,Graham Island,JDS Energy & Mining Inc.,,Proposed,,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,53.514064,-132.397868,"53° 30' 50.63"" N","132° 23' 52.32"" W",(250) 763-6369,,2005-09-01,2025-03-01
1414,Residential Development on Evelyn Drive,"Development of low rise and mid-rise residences on a 20-acre area above the Park Royal North shopping centre on Evelyn Drive. 105 units in phase 1 will include; Cliffside One, Cliffside Two and Three. Four phases of Forest's Edge are completing. Construction continues with Evelyn Homeowner Centre and single family homes.",30,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,West Vancouver,ONNI Group,"Walter Francl, Nick Milkovich",Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2012-Q2,,49.32990,-123.13764,"49° 19' 47.64"" N","123° 8' 15.5"" W",(604) 602-7711,www.onni.com/evelyn,2005-06-01,2025-03-01
1418,Westhills Green Neighbourhood,"Long term plans for a 6000-dwelling project above Langford Lake on an 83-ha site to include a shopping centre, a passenger station for the E&N Railway, and a lodge. Project is registered to meet Leadership in Energy and Environmental Design (LEED) standards. This is a pilot project for LEED-ND (neighbourhood design). Website: www.westhillsbc.com. In Spring 2009, construction started with Parkdale Creek followed by Lakeview Ridge. Glenvale. The Paradise Falls neighbourhood will include single family and townhouse units. Project also includes a new YM-YWCA. Lakepoint One has 44 condominiums in a 6-storey building and Lakepoint Two will include 116-units in a 17-storey tower planned for construction in 2019 to 2021.",2000,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Langford,Westhills Land Corp.,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEED,FALSE,FALSE,,,,,2009-Q2,2029-Q4,48.4413015,-123.5332239,"48° 26' 28.69"" N","123° 31' 59.61"" W",(250) 388-1141,www.westhillsbc.com,2005-06-01,2025-03-01
1390,Wartenbe Wind Energy Project,"Proposed 70.5 MW wind farm in a location south of the WAC Bennett Dam. The project has been accepted by BC Hydro standing offer program in Mar 2017, and has received certification under the Environmental Assessment Act. The BC Hydro Standing Offer Program (SOP) has been suspended.",140,,Expired,Infrastructure,Utilities,Utilities,8. Northeast,Chetwynd area,Dokie Wind Energy Inc.,,Proposed,,Utilities (incl sewage treatment),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,,,50,9,,,55.698195,-121.629474,"55° 41' 53.5"" N","121° 37' 46.11"" W",(250) 381-1208,,2005-06-01,2025-03-01
1435,Sage Hills University and Residential Community,"Proposed international educational facilities with a private university and kindergarten to Grade 12 academy, to include a world-class sports academy and related residential and commercial development. Located on 2040 acres adjacent to the Inland Highway northwest of Union Bay and south of Courtenay. Initial stages would construct up to 2000 homes. The development will include two 18 hole golf courses. Hotson Bakker Architects have been selected as the Master Planner in Spring 2006. IMG Sports Group has been selected for the golf course and sports facility design. The master plan requires development approval.",1500,,,Institutional,Education,Educational Services,1. Vancouver Island/Coast,Union Bay,Independent Academies Canada Inc.,Hotson Bakker Architects,Proposed,Consultation/Approvals,Public Services,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.62419,-124.93354,"49° 37' 27.08"" N","124° 56' 0.74"" W",(250) 381-8997,www.sagehillsbc.com,2005-06-01,2025-03-01
1448,Church Hill Meadows,Development to include approximately 135 units: 92 single family dwellings and 44 townhouses to be completed in 6 phases. Project is on hold.,15,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Sooke,Seastar Capital Contracting Ltd.,,On hold,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,48.3855077,-123.7215506,"48° 23' 7.83"" N","123° 43' 17.58"" W",(250) 642-1634 (Sooke District),www.churchhillmeadows.com,2005-06-01,2025-03-01
1460,Adventure Bay Point,"Development to include 300 units (100 strata, 200 apartments) in six 4-storey buildings with common recreation facilities. Lots for single-family homes are in development.",45,,,Residential,Primarily residential - Single use,Residential,3. Thompson-Okanagan,Vernon,Paul Gaskin,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2005-Q2,2025-Q2,50.246817,-119.367914,"50° 14' 48.54"" N","119° 22' 4.49"" W",(250) 550-3575 (Vernon City),www.adventurebayvernon.com,2005-06-01,2025-03-01
1366,Coquihalla Pass Resort,"Proposed ski hill and four-season recreational development 140 km east of Vancouver in the Coquihalla Pass on an approx 200 ha site. Plans include ski lifts, an 18-hole golf course, aquatic centre, spa, conference facilities and approx 2,500 residential units. Currently in pre-application stage under the BC Environmental Assessment Act.",150,,Pre-application,Commercial,Accommodation,Resort,3. Thompson-Okanagan,Merritt,Westscapes Developments,,Proposed,Permitting,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,600,1000,,,49.7047,-121.125,"49° 42' 16.92"" N","121° 7' 30"" W",(403) 802-2800,,2005-03-01,2025-03-01
1342,Porteau Cove Residential Development,"Major residential development is proposed for 476 ha on a site that is 4 km south of Furry Creek and 20 km north of Lions Bay. Plans include up to 1,100 units of single and multi-family and mixed use homes, and a commercial area. Plans also include 295 ha of open space.",,,,Residential,Primarily residential - Single use,Residential/Commercial,2. Mainland/Southwest,Furry Creek area,Concord Pacific,,On hold,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.5499992,-123.2332993,"49° 32' 60"" N","123° 13' 59.88"" W",(604) 894-6371 (Squamish-Lillooet Regional District),www.porteaucove.com,2005-03-01,2025-03-01
