ID,Name,Sector,From Municipality,To Municipality,Location,Geometry,Cost,Stage,Schedule,Website,Related Links,Developer,Recently Added,Construction Contractor,Image Filename,Image Source,Details
581,"Highway 88 Grade, Base and Pave 12558",Infrastructure,Mackenzie County,Mackenzie County,,"{ ""type"": ""LineString"", ""coordinates"": [ [ -116.114609, 58.384103 ], [ -116.11414, 58.384063 ], [ -116.113348, 58.38401 ], [ -116.112849, 58.383986 ], [ -116.112287, 58.383965 ], [ -116.111759, 58.383954 ], [ -116.111063, 58.383947 ], [ -116.093978, 58.383897 ], [ -116.073408, 58.383838 ], [ -116.064321, 58.383809 ], [ -116.064231, 58.383809 ], [ -116.064155, 58.383809 ], [ -116.06317, 58.383804 ], [ -116.062669, 58.38379 ], [ -116.062095, 58.383771 ], [ -116.06164, 58.383744 ], [ -116.061024, 58.383704 ], [ -116.060476, 58.383659 ], [ -116.059961, 58.383606 ], [ -116.059173, 58.383514 ], [ -116.0584, 58.383406 ], [ -116.057641, 58.383276 ], [ -116.056847, 58.383121 ], [ -116.056297, 58.383003 ], [ -116.055697, 58.382865 ], [ -116.055386, 58.382787 ], [ -116.054993, 58.382681 ], [ -116.054628, 58.382576 ], [ -116.054315, 58.382482 ], [ -116.053979, 58.382377 ], [ -116.053766, 58.382306 ], [ -116.053335, 58.38216 ], [ -116.052954, 58.382024 ], [ -116.052711, 58.381932 ], [ -116.052392, 58.381806 ], [ -116.051973, 58.381636 ], [ -116.051208, 58.381321 ], [ -116.048626, 58.380257 ], [ -116.048143, 58.380063 ], [ -116.047598, 58.379859 ], [ -116.047076, 58.379675 ], [ -116.04656, 58.379506 ], [ -116.045985, 58.379329 ], [ -116.045475, 58.379181 ], [ -116.044833, 58.379015 ], [ -116.04417, 58.378858 ], [ -116.043556, 58.37873 ], [ -116.04286, 58.378597 ], [ -116.042169, 58.378483 ], [ -116.041803, 58.378432 ], [ -116.041371, 58.378372 ], [ -116.040722, 58.378298 ], [ -116.040189, 58.378243 ], [ -116.039712, 58.3782 ], [ -116.03924, 58.378164 ], [ -116.038548, 58.378124 ], [ -116.037919, 58.378098 ], [ -116.037199, 58.378085 ], [ -116.036468, 58.378083 ], [ -116.032904, 58.378083 ], [ -116.031962, 58.378081 ], [ -116.031057, 58.378075 ], [ -116.030549, 58.378066 ], [ -116.030043, 58.378058 ], [ -116.029494, 58.378042 ], [ -116.0288, 58.378019 ], [ -116.026982, 58.377941 ], [ -116.026332, 58.377909 ], [ -116.025754, 58.377881 ], [ -116.025277, 58.377858 ], [ -116.024411, 58.377819 ], [ -116.023743, 58.377792 ], [ -116.023102, 58.377769 ], [ -116.0224, 58.377753 ], [ -116.021999, 58.377745 ], [ -116.021432, 58.377739 ], [ -116.021307, 58.377737 ], [ -116.020602, 58.377734 ], [ -116.01985, 58.37774 ], [ -116.019142, 58.377747 ], [ -116.018254, 58.377765 ], [ -116.018231, 58.377765 ], [ -116.016987, 58.377781 ], [ -116.016023, 58.377797 ], [ -116.015086, 58.377814 ], [ -116.013523, 58.377831 ], [ -116.011968, 58.377844 ], [ -116.010566, 58.377853 ], [ -116.008742, 58.37786 ], [ -116.007934, 58.377863 ], [ -116.004592, 58.377864 ], [ -116.003222, 58.377864 ], [ -116.000796, 58.377864 ], [ -115.987259, 58.377866 ], [ -115.970374, 58.377855 ], [ -115.969685, 58.377851 ], [ -115.969019, 58.377851 ], [ -115.968357, 58.377829 ], [ -115.967774, 58.377789 ], [ -115.966955, 58.377703 ], [ -115.966419, 58.377629 ], [ -115.965771, 58.377517 ], [ -115.965427, 58.377448 ], [ -115.964794, 58.377292 ], [ -115.964272, 58.377143 ], [ -115.963884, 58.377022 ], [ -115.963461, 58.376876 ], [ -115.963085, 58.376739 ], [ -115.962655, 58.376571 ], [ -115.96173, 58.376192 ], [ -115.960606, 58.375732 ], [ -115.95855, 58.374888 ], [ -115.957965, 58.374626 ], [ -115.957595, 58.374439 ], [ -115.957298, 58.374274 ], [ -115.957018, 58.374104 ], [ -115.956859, 58.374002 ], [ -115.956665, 58.373865 ], [ -115.956335, 58.373614 ], [ -115.956173, 58.37348 ], [ -115.956001, 58.373327 ], [ -115.955849, 58.373183 ], [ -115.95568, 58.37301 ], [ -115.955548, 58.372862 ], [ -115.955396, 58.37268 ], [ -115.955291, 58.372536 ], [ -115.955172, 58.372357 ], [ -115.955082, 58.372205 ], [ -115.954964, 58.371992 ], [ -115.954883, 58.371818 ], [ -115.954799, 58.371612 ], [ -115.954726, 58.371375 ], [ -115.954677, 58.371147 ], [ -115.954662, 58.37103 ], [ -115.954644, 58.370856 ], [ -115.954633, 58.370543 ], [ -115.954621, 58.36953 ], [ -115.954621, 58.369484 ], [ -115.95461, 58.35991 ], [ -115.954616, 58.354915 ], [ -115.954596, 58.340443 ], [ -115.954603, 58.322142 ], [ -115.954596, 58.32178 ], [ -115.954576, 58.32145 ], [ -115.954537, 58.321176 ], [ -115.954493, 58.320959 ], [ -115.954412, 58.320668 ], [ -115.954303, 58.320387 ], [ -115.954182, 58.320124 ], [ -115.954054, 58.31989 ], [ -115.953913, 58.319664 ], [ -115.953768, 58.319462 ], [ -115.953578, 58.319224 ], [ -115.953327, 58.318936 ], [ -115.953045, 58.318662 ], [ -115.952718, 58.318375 ], [ -115.952445, 58.318163 ], [ -115.952193, 58.317975 ], [ -115.951846, 58.317741 ], [ -115.95154, 58.317548 ], [ -115.942218, 58.31189 ], [ -115.925998, 58.302058 ], [ -115.92073, 58.298836 ], [ -115.920304, 58.298579 ], [ -115.919726, 58.298249 ], [ -115.91909, 58.297912 ], [ -115.918638, 58.297693 ], [ -115.918079, 58.297441 ], [ -115.917449, 58.297179 ], [ -115.916996, 58.297002 ], [ -115.916325, 58.296761 ], [ -115.915643, 58.296535 ], [ -115.915291, 58.296424 ], [ -115.914789, 58.296278 ], [ -115.914363, 58.296161 ], [ -115.913799, 58.296018 ], [ -115.913102, 58.295852 ], [ -115.902249, 58.293413 ], [ -115.873918, 58.287016 ], [ -115.872524, 58.286699 ], [ -115.871719, 58.286513 ], [ -115.871167, 58.28638 ], [ -115.871022, 58.286345 ], [ -115.870689, 58.286265 ], [ -115.870102, 58.286119 ], [ -115.869304, 58.285917 ], [ -115.868457, 58.2857 ], [ -115.867936, 58.285564 ], [ -115.857832, 58.282904 ], [ -115.840568, 58.278357 ], [ -115.838717, 58.277868 ], [ -115.838055, 58.277686 ], [ -115.837425, 58.277502 ], [ -115.836551, 58.277176 ], [ -115.835753, 58.276805 ], [ -115.835029, 58.276392 ], [ -115.8344, 58.275941 ], [ -115.834087, 58.275677 ], [ -115.833867, 58.275458 ], [ -115.83357, 58.275128 ], [ -115.833376, 58.274871 ], [ -115.833208, 58.274614 ], [ -115.833028, 58.274272 ], [ -115.83295, 58.274098 ], [ -115.828453, 58.263373 ], [ -115.828123, 58.262655 ], [ -115.827963, 58.26237 ], [ -115.827728, 58.261994 ], [ -115.827666, 58.261903 ], [ -115.827571, 58.261766 ], [ -115.827453, 58.261607 ], [ -115.827368, 58.2615 ], [ -115.827295, 58.261406 ], [ -115.82718, 58.261266 ], [ -115.827066, 58.26113 ], [ -115.82696, 58.261009 ], [ -115.826823, 58.260859 ], [ -115.826648, 58.260674 ], [ -115.826459, 58.260485 ], [ -115.826266, 58.260304 ], [ -115.826005, 58.26007 ], [ -115.825779, 58.259875 ], [ -115.825459, 58.259618 ], [ -115.825161, 58.25939 ], [ -115.824761, 58.259107 ], [ -115.824505, 58.258932 ], [ -115.824185, 58.258722 ], [ -115.818573, 58.255115 ], [ -115.818234, 58.254891 ], [ -115.817648, 58.254514 ], [ -115.816642, 58.253867 ], [ -115.813516, 58.25186 ], [ -115.810826, 58.25016 ], [ -115.808358, 58.248637 ], [ -115.806062, 58.247251 ], [ -115.803147, 58.245492 ], [ -115.798009, 58.242397 ], [ -115.793572, 58.239698 ], [ -115.793238, 58.239488 ], [ -115.792905, 58.239267 ], [ -115.792593, 58.239052 ], [ -115.792265, 58.238818 ], [ -115.791951, 58.23858 ], [ -115.791625, 58.238322 ], [ -115.791377, 58.238115 ], [ -115.79111, 58.237884 ], [ -115.790868, 58.237669 ], [ -115.790619, 58.237439 ], [ -115.790356, 58.237185 ], [ -115.79013, 58.236958 ], [ -115.778064, 58.224323 ], [ -115.770275, 58.216162 ], [ -115.770066, 58.215939 ], [ -115.769851, 58.215705 ], [ -115.769629, 58.215457 ], [ -115.76942, 58.215217 ], [ -115.769205, 58.214965 ], [ -115.769019, 58.214736 ], [ -115.768832, 58.214481 ], [ -115.768664, 58.21424 ], [ -115.768507, 58.214001 ], [ -115.768326, 58.213711 ], [ -115.768149, 58.213427 ], [ -115.761751, 58.202477 ], [ -115.760435, 58.200224 ], [ -115.760295, 58.199982 ], [ -115.760123, 58.1997 ], [ -115.759937, 58.199416 ], [ -115.759755, 58.199164 ], [ -115.759544, 58.198903 ], [ -115.759318, 58.198644 ], [ -115.759054, 58.198366 ], [ -115.758811, 58.198124 ], [ -115.758554, 58.197882 ], [ -115.758291, 58.19765 ], [ -115.757992, 58.197401 ], [ -115.757685, 58.197165 ], [ -115.757356, 58.196924 ], [ -115.757039, 58.196704 ], [ -115.756697, 58.19648 ], [ -115.756348, 58.196264 ], [ -115.756008, 58.196071 ], [ -115.755643, 58.195876 ], [ -115.755242, 58.195668 ], [ -115.754897, 58.195493 ], [ -115.74315, 58.189591 ], [ -115.742879, 58.18945 ], [ -115.742562, 58.189283 ], [ -115.742251, 58.189117 ], [ -115.741918, 58.188929 ], [ -115.741589, 58.188729 ], [ -115.741283, 58.18853 ], [ -115.740981, 58.18832 ], [ -115.740717, 58.188122 ], [ -115.740479, 58.187931 ], [ -115.74022, 58.187708 ], [ -115.739972, 58.187474 ], [ -115.739755, 58.18725 ], [ -115.739538, 58.187009 ], [ -115.739351, 58.186782 ], [ -115.739176, 58.186548 ], [ -115.739017, 58.186316 ], [ -115.738867, 58.186077 ], [ -115.738735, 58.185839 ], [ -115.738626, 58.185617 ], [ -115.738521, 58.18538 ], [ -115.738423, 58.185138 ], [ -115.738341, 58.18491 ], [ -115.732069, 58.166347 ], [ -115.724622, 58.144292 ], [ -115.724532, 58.144049 ], [ -115.724415, 58.143758 ], [ -115.724311, 58.143524 ], [ -115.724187, 58.143275 ], [ -115.72402, 58.142978 ], [ -115.723863, 58.142731 ], [ -115.723697, 58.142492 ], [ -115.723511, 58.14225 ], [ -115.723318, 58.142018 ], [ -115.723118, 58.141795 ], [ -115.72289, 58.14156 ], [ -115.722671, 58.141352 ], [ -115.722427, 58.141133 ], [ -115.722193, 58.140936 ], [ -115.721949, 58.140746 ], [ -115.721712, 58.140575 ], [ -115.721447, 58.140396 ], [ -115.721134, 58.140196 ], [ -115.720808, 58.139995 ], [ -115.720488, 58.139805 ], [ -115.687154, 58.120481 ], [ -115.686843, 58.120303 ], [ -115.686493, 58.120106 ], [ -115.686178, 58.119933 ], [ -115.685838, 58.119748 ], [ -115.685485, 58.119564 ], [ -115.685118, 58.119384 ], [ -115.684745, 58.119211 ], [ -115.684343, 58.119036 ], [ -115.683882, 58.118848 ], [ -115.683458, 58.118688 ], [ -115.683049, 58.118544 ], [ -115.682656, 58.118411 ], [ -115.68223, 58.118273 ], [ -115.681829, 58.118151 ], [ -115.681418, 58.118032 ], [ -115.680981, 58.117911 ], [ -115.680555, 58.117799 ], [ -115.680071, 58.117672 ], [ -115.67963, 58.11756 ], [ -115.633334, 58.106237 ], [ -115.632895, 58.106123 ], [ -115.632441, 58.106001 ], [ -115.632026, 58.105882 ], [ -115.631622, 58.105753 ], [ -115.631244, 58.105623 ], [ -115.630861, 58.105479 ], [ -115.630503, 58.105333 ], [ -115.630188, 58.105193 ], [ -115.629844, 58.105026 ], [ -115.629526, 58.104855 ], [ -115.629235, 58.104683 ], [ -115.628952, 58.1045 ], [ -115.628684, 58.104308 ], [ -115.628452, 58.104123 ], [ -115.628222, 58.103925 ], [ -115.62799, 58.103703 ], [ -115.627818, 58.103518 ], [ -115.627635, 58.103304 ], [ -115.627485, 58.10311 ], [ -115.627343, 58.102904 ], [ -115.627226, 58.10271 ], [ -115.627108, 58.10249 ], [ -115.627012, 58.102284 ], [ -115.626921, 58.102073 ], [ -115.618874, 58.08317 ], [ -115.618785, 58.082958 ], [ -115.618684, 58.082711 ], [ -115.618582, 58.082458 ], [ -115.618492, 58.082215 ], [ -115.618419, 58.081997 ], [ -115.618342, 58.081739 ], [ -115.618263, 58.081428 ], [ -115.618202, 58.081162 ], [ -115.618156, 58.080909 ], [ -115.618115, 58.080666 ], [ -115.618078, 58.080412 ], [ -115.618052, 58.080189 ], [ -115.618032, 58.079981 ], [ -115.618017, 58.079727 ], [ -115.618005, 58.079484 ], [ -115.617938, 58.075143 ], [ -115.617924, 58.074869 ], [ -115.617902, 58.074575 ], [ -115.617875, 58.074286 ], [ -115.617838, 58.074016 ], [ -115.617789, 58.073728 ], [ -115.617736, 58.07348 ], [ -115.617676, 58.073241 ], [ -115.617601, 58.072989 ], [ -115.617502, 58.072692 ], [ -115.617395, 58.072396 ], [ -115.617279, 58.072113 ], [ -115.617138, 58.0718 ], [ -115.617017, 58.071551 ], [ -115.613286, 58.064148 ], [ -115.613025, 58.063632 ], [ -115.612813, 58.063196 ], [ -115.612644, 58.06281 ], [ -115.612499, 58.062405 ], [ -115.612363, 58.061935 ], [ -115.612267, 58.06148 ], [ -115.612201, 58.060997 ], [ -115.612162, 58.060506 ], [ -115.612146, 58.060024 ], [ -115.61214, 58.059562 ], [ -115.612174, 58.044518 ], [ -115.612171, 58.044015 ], [ -115.612158, 58.043548 ], [ -115.612135, 58.043036 ], [ -115.612092, 58.042569 ], [ -115.612009, 58.042081 ], [ -115.611895, 58.041603 ], [ -115.611745, 58.041142 ], [ -115.611562, 58.040686 ], [ -115.611349, 58.040237 ], [ -115.611131, 58.039823 ], [ -115.610876, 58.03938 ], [ -115.610593, 58.038904 ], [ -115.610338, 58.038493 ], [ -115.60337, 58.027797 ], [ -115.603165, 58.027477 ], [ -115.602899, 58.027074 ], [ -115.602646, 58.026699 ], [ -115.602407, 58.026361 ], [ -115.602154, 58.026013 ], [ -115.601891, 58.025662 ], [ -115.601613, 58.025303 ], [ -115.601325, 58.024927 ], [ -115.601055, 58.024575 ], [ -115.599175, 58.022232 ], [ -115.598881, 58.021868 ], [ -115.598584, 58.021507 ], [ -115.596392, 58.018918 ], [ -115.596097, 58.018578 ], [ -115.595766, 58.018203 ], [ -115.589635, 58.011281 ], [ -115.589418, 58.011029 ], [ -115.589154, 58.010715 ], [ -115.58891, 58.010414 ], [ -115.588694, 58.010138 ], [ -115.588468, 58.009832 ], [ -115.588311, 58.0096 ], [ -115.588115, 58.009293 ], [ -115.587926, 58.008984 ], [ -115.587753, 58.008699 ], [ -115.58389, 58.002087 ], [ -115.583725, 58.001824 ], [ -115.583549, 58.001541 ], [ -115.583391, 58.00128 ], [ -115.583214, 58.000992 ], [ -115.583057, 58.000739 ], [ -115.582878, 58.000457 ], [ -115.582706, 58.000199 ], [ -115.582534, 57.999954 ], [ -115.58232, 57.999654 ], [ -115.582116, 57.99937 ], [ -115.581899, 57.999073 ], [ -115.580557, 57.997247 ], [ -115.580355, 57.996971 ], [ -115.580098, 57.996612 ], [ -115.57988, 57.99629 ], [ -115.579662, 57.995951 ], [ -115.579444, 57.995596 ], [ -115.57925, 57.995278 ], [ -115.579048, 57.994934 ], [ -115.578828, 57.994556 ], [ -115.578647, 57.994227 ], [ -115.576643, 57.99045 ], [ -115.573921, 57.985369 ], [ -115.562815, 57.966565 ], [ -115.561573, 57.964493 ], [ -115.559982, 57.961967 ], [ -115.530176, 57.914929 ], [ -115.530043, 57.914729 ], [ -115.529912, 57.914535 ], [ -115.529787, 57.914351 ], [ -115.529669, 57.914182 ], [ -115.52953, 57.913997 ], [ -115.529391, 57.913827 ], [ -115.529242, 57.913656 ], [ -115.529075, 57.913472 ], [ -115.528909, 57.913299 ], [ -115.528747, 57.913135 ], [ -115.528567, 57.912963 ], [ -115.528384, 57.912792 ], [ -115.528195, 57.912623 ], [ -115.528003, 57.912462 ], [ -115.527799, 57.912295 ], [ -115.520463, 57.906207 ], [ -115.520279, 57.906057 ], [ -115.520084, 57.905903 ], [ -115.519906, 57.905766 ], [ -115.519727, 57.90563 ], [ -115.519544, 57.905496 ], [ -115.519335, 57.905353 ], [ -115.519139, 57.905225 ], [ -115.518939, 57.9051 ], [ -115.518714, 57.904966 ], [ -115.51849, 57.90484 ], [ -115.518293, 57.904733 ], [ -115.518072, 57.904619 ], [ -115.517855, 57.90451 ], [ -115.51764, 57.904406 ], [ -115.517467, 57.904325 ], [ -115.517281, 57.904238 ], [ -115.516294, 57.903787 ], [ -115.515421, 57.903387 ], [ -115.513213, 57.902377 ], [ -115.512412, 57.902024 ], [ -115.511836, 57.901743 ], [ -115.511188, 57.901418 ], [ -115.510828, 57.901252 ], [ -115.510496, 57.901055 ], [ -115.510236, 57.900881 ], [ -115.509962, 57.900715 ], [ -115.509717, 57.900541 ], [ -115.509442, 57.900344 ], [ -115.509168, 57.900132 ], [ -115.508922, 57.899973 ], [ -115.508719, 57.899769 ], [ -115.50846, 57.899551 ], [ -115.494397, 57.884789 ], [ -115.494285, 57.884678 ], [ -115.493954, 57.884337 ], [ -115.493708, 57.884125 ], [ -115.493434, 57.883898 ], [ -115.493102, 57.883663 ], [ -115.49277, 57.883459 ], [ -115.492453, 57.883239 ], [ -115.492136, 57.883043 ], [ -115.491833, 57.882876 ], [ -115.491474, 57.88271 ], [ -115.491071, 57.882537 ], [ -115.490583, 57.882318 ], [ -115.490022, 57.882092 ], [ -115.489362, 57.881858 ], [ -115.488702, 57.881663 ], [ -115.487722, 57.881409 ], [ -115.487196, 57.881288 ], [ -115.486767, 57.881206 ], [ -115.486308, 57.881132 ], [ -115.485965, 57.881072 ], [ -115.485507, 57.881013 ], [ -115.485077, 57.880969 ], [ -115.484677, 57.880925 ], [ -115.484248, 57.880896 ], [ -115.483776, 57.880875 ], [ -115.483333, 57.880854 ], [ -115.482861, 57.880825 ], [ -115.482058, 57.880847 ], [ -115.481814, 57.880838 ], [ -115.453433, 57.880077 ], [ -115.439277, 57.879746 ], [ -115.434765, 57.879714 ], [ -115.422146, 57.87937 ], [ -115.420365, 57.879331 ], [ -115.413253, 57.879128 ], [ -115.411749, 57.879095 ], [ -115.41034, 57.87905 ], [ -115.408912, 57.878992 ], [ -115.407555, 57.878897 ], [ -115.40615, 57.878783 ], [ -115.404804, 57.878644 ], [ -115.403738, 57.878504 ], [ -115.40259, 57.878334 ], [ -115.401395, 57.878132 ], [ -115.400235, 57.87793 ], [ -115.399316, 57.87775 ], [ -115.398453, 57.877543 ], [ -115.397632, 57.877334 ], [ -115.397081, 57.877198 ], [ -115.396624, 57.877088 ], [ -115.395979, 57.876909 ], [ -115.394509, 57.876541 ], [ -115.39305, 57.876153 ], [ -115.392406, 57.87597 ], [ -115.391505, 57.875696 ], [ -115.391118, 57.875584 ], [ -115.388801, 57.874956 ], [ -115.388415, 57.874852 ], [ -115.387771, 57.874669 ], [ -115.387154, 57.874515 ], [ -115.386768, 57.874411 ], [ -115.386251, 57.874279 ], [ -115.385729, 57.874131 ], [ -115.385142, 57.873977 ], [ -115.384884, 57.873903 ], [ -115.384462, 57.873773 ], [ -115.384075, 57.873644 ], [ -115.383535, 57.873471 ], [ -115.38296, 57.873273 ], [ -115.382221, 57.873001 ], [ -115.381434, 57.872686 ], [ -115.380753, 57.872402 ], [ -115.379977, 57.872049 ], [ -115.379248, 57.871665 ], [ -115.378661, 57.871367 ], [ -115.378026, 57.87102 ], [ -115.37746, 57.870636 ], [ -115.376659, 57.870125 ], [ -115.375952, 57.869592 ], [ -115.375228, 57.868965 ], [ -115.374568, 57.868363 ], [ -115.374249, 57.868027 ], [ -115.373886, 57.867613 ], [ -115.373567, 57.867227 ], [ -115.373162, 57.866668 ], [ -115.372786, 57.866083 ], [ -115.372498, 57.865624 ], [ -115.36948, 57.860593 ], [ -115.369221, 57.860177 ], [ -115.369041, 57.859745 ], [ -115.368942, 57.859456 ], [ -115.368859, 57.859099 ], [ -115.368824, 57.858802 ], [ -115.368815, 57.858613 ], [ -115.368796, 57.858379 ], [ -115.368803, 57.858066 ], [ -115.368846, 57.857731 ], [ -115.368933, 57.857389 ], [ -115.369057, 57.857074 ], [ -115.369218, 57.856778 ], [ -115.369417, 57.856475 ], [ -115.369613, 57.856195 ], [ -115.369833, 57.855898 ], [ -115.374056, 57.850379 ], [ -115.374299, 57.850008 ], [ -115.37461, 57.849536 ], [ -115.374857, 57.849012 ], [ -115.375006, 57.848579 ], [ -115.375092, 57.84816 ], [ -115.375133, 57.847799 ], [ -115.375121, 57.847511 ], [ -115.375109, 57.847232 ], [ -115.375043, 57.846906 ], [ -115.374959, 57.846646 ], [ -115.374856, 57.84631 ], [ -115.374681, 57.845964 ], [ -115.374516, 57.845662 ], [ -115.374315, 57.845379 ], [ -115.374086, 57.845096 ], [ -115.373703, 57.844674 ], [ -115.358114, 57.828552 ], [ -115.357751, 57.828183 ], [ -115.343821, 57.813852 ], [ -115.343504, 57.813506 ], [ -115.343236, 57.813159 ], [ -115.342894, 57.812761 ], [ -115.342723, 57.812427 ], [ -115.342502, 57.81208 ], [ -115.342306, 57.811682 ], [ -115.342206, 57.811296 ], [ -115.342081, 57.810885 ], [ -115.341981, 57.810512 ], [ -115.337127, 57.787547 ], [ -115.337016, 57.787241 ], [ -115.336893, 57.786907 ], [ -115.336697, 57.786611 ], [ -115.336477, 57.786303 ], [ -115.336161, 57.785956 ], [ -115.335821, 57.785623 ], [ -115.335529, 57.785302 ], [ -115.335286, 57.785045 ], [ -115.33497, 57.784763 ], [ -115.33463, 57.78443 ], [ -115.334144, 57.784019 ], [ -115.333901, 57.783788 ], [ -115.333658, 57.783519 ], [ -115.333439, 57.783275 ], [ -115.33317, 57.782915 ], [ -115.332975, 57.782586 ], [ -115.332971, 57.782582 ], [ -115.332755, 57.782277 ], [ -115.332589, 57.781958 ], [ -115.332482, 57.781675 ], [ -115.332406, 57.781363 ], [ -115.332382, 57.781059 ], [ -115.332419, 57.780724 ], [ -115.332507, 57.78038 ], [ -115.332618, 57.780041 ], [ -115.342558, 57.751352 ], [ -115.342696, 57.751011 ], [ -115.342883, 57.750618 ], [ -115.343092, 57.750259 ], [ -115.343364, 57.749878 ], [ -115.343663, 57.749516 ], [ -115.344031, 57.749129 ], [ -115.344416, 57.7488 ], [ -115.344856, 57.748475 ], [ -115.345246, 57.748203 ], [ -115.353731, 57.742366 ], [ -115.354153, 57.742063 ], [ -115.354581, 57.74175 ], [ -115.354969, 57.741451 ], [ -115.355101, 57.741333 ] ] }",$19300000.00,Announced,,,,Alberta Transportation,false,,,,
584,2015 Major Neighbourhood Renewal Program,Infrastructure,Edmonton,,"(53.4345817565918, -113.603660583496)",,$615000000.00,Announced,,http://www.edmonton.ca/transportation/on_your_streets/2015-neighbourhood-renewal.aspx,"[{""url"":""http://www.edmontonjournal.com/Councillors+want+better+explanation+neighbourhood+renewal+projects+chosen/10413306/story.html"",""text"":""Nov 25, 2014 - Edmonton Journal""}]",City of Edmonton,false,,,,"The 2015 Edmonton neighborhood renewal will involve the reconstruction in Avonmore, Bonnie Doon, Queen Alexandra, Rosslyn, Westmount, and Westwood neighbourhoods. During this process, roads will be repaved, and sidewalks and streetlights replaced."
585,ConocoPhillips Office Alterations,Commercial / Retail,Calgary,,"(51.0400009155273, -114.070999145508)",,$5900000.00,Announced,2014 - 2015,,,ConocoPhillips Canada,false,Martens Group,,,
588,Peace River Airport Improvements,Infrastructure,Peace River,,"(56.2335014343262, -117.28099822998)",,$11400000.00,Under Construction,2014 - 2015,http://peaceriverairport.com/,"[{""url"":""http://www.prrecordgazette.com/2014/07/16/shell-invests-in-peace-river-airport"",""text"":""Jul 16, 2014 - Whitecourt Star""}]",Town of Peace River,false,,,,"Upgrades at the Peace River Airport include drainage and runway improvements to improve capacity, especially in light of increased traffic because of Shell""s Carmon Creek project nearby."
590,Pine Valley Seniors Lodge Expansion,Institutional,Hinton,,"(53.4099998474121, -117.559997558594)",,$13000000.00,Announced,Commencing 2015,http://www.evergreensfoundation.com/default.aspx?pageid=723,"[{""url"":""http://hintonvoice.com/concept-unveiled-for-pine-valley-lodge-expansion-p2934-73.htm"",""text"":""Dec 11, 2014 - Hinton Voice""}]",Evergreens Regional Housing Foundation,false,,,,"Expansion to this existing Hinton seniors lodge would include private meeting spaces, storage rooms, resident laundry, bathing facility, 21 new studio units and 6 one-bedroom suits, and a 24-hour nursing station."
599,6th and Tenth Condos,Residential,Calgary,,"(51.0436782836914, -114.076332092285)",,$62000000.00,Under Construction,Commencing 2014,http://6thandtenth.com/flash.php,"[{""url"":""http://www.calgarysun.com/2013/07/05/6th-and-tenth-offers-stylish-choice"",""text"":""Jul 6, 2013 - Calgary Sun""}]",Lamb Development Corp. / Fortress Real Capital,false,Scott Builders,,,"A new residential highrise in Calgary""s Beltline neighbourhood, this condo will feature units with a high level of finishing, high ceilings, and access to a green space with public art."
601,Heritage Valley Transit Centre,Infrastructure,Edmonton,,"(53.4249992370605, -113.541000366211)",,$6700000.00,Announced,,http://www.edmonton.ca/city_government/projects_redevelopment/heritage-valley-town-centre.aspx,,City of Edmonton,false,,,,
602,"Sobeys Store, Nolan Hill",Commercial / Retail,Calgary,,"(51.1699981689453, -114.160003662109)",,$5000000.00,Under Construction,,http://webcache.googleusercontent.com/search?q=cache:TOxDNOGIaYoJ:www.ccdcanada.com/projects/%3FXID%3D9bcc167a-fdcd-40aa-a559-9109fc8d760a+andcd=4andhl=enandct=clnkandgl=ca,,Sobeys Western Region,false,Traugott Building Contractors,,,
604,106 Street Condos,Commercial / Retail and Residential,Edmonton,,"(53.5449180603027, -113.503372192383)",,$300000000.00,Announced,,,"[{""url"":""http://www.edmontonjournal.com/Developer+plans+pair+storey+towers+Healy+Ford+site+Edmonton/10382607/story.html"",""text"":""Nov 15, 2014 - Edmonton Journal""}]",Callidus Developments,false,,,,Three downtown condominiums to be built on the former site of Healey Ford. Pending rezoning. Public hearing June 3 at Coast Edmonton Plaza Hotel.
607,Germain Commercial Demonstration Project Phase 2,Oil Sands,Athabasca County,,"(55.7325401306152, -112.547637939453)",,$1100000000.00,Announced,2013 - 2015,http://www.laricinaenergy.com/operations/germain.html,"[{""url"":""http://www.mining.com/laricina-looking-to-expand-germain-oilsands-project/"",""text"":""Nov 19, 2011 - Mining.com""}]",Laricina Energy Ltd.,false,,,,"Phase 2 of the Germain project will add an incremental 30,000-33,000 barrels per day of production capacity to the Commercial Demonstration Project. Project has been put on hold (March 2015)."
612,Greenview 2015 Forestry Trunk Road Upgrades,Infrastructure,Greenview M.D. No. 16,,"(54.007999420166, -118.61799621582)",,$5000000.00,Announced,,,"[{""url"":""http://www.dailyheraldtribune.com/2014/12/16/md-of-greenview-finalizes-2015-budget"",""text"":""Dec 16, 2014 - Grade Prairie Daily Herald Tribune""}]",MD of Greenview,false,,,,
